name,status,publisher,price_old,price_new,discount,authors,img_url
Эволюционные нейросети на языке Python,На складе,ДМК-Пресс,3230,1777,45,Омельяненко Ярослав,https://img4.labirint.ru/rc/d808c668881bd75ea09a5320ac0aabaf/220x340q80/books76/751094/cover.jpg?1591881921
Алгоритмы обучения с подкреплением на Python,На складе,ДМК-Пресс,3230,1777,45,Лонца Андреа,https://img3.labirint.ru/rc/c909e24d7dd23a7e0d752a6b1dfaedaa/220x340q80/books76/750383/cover.jpg?1591197951
Цифровой синтез. Практический курс,На складе,ДМК-Пресс,3769,2073,45,Романов А. Ю. и др.,https://img4.labirint.ru/rc/49494906664732b1826ec46fd2066449/220x340q80/books76/750384/cover.jpg?1591197952
Системное программирование. Лабораторные работы. Учебное пособие,На складе,Лань:            Учебники для вузов. Специальная литература,1535,844,45,Жулабова Фатима Тахировна,https://img3.labirint.ru/rc/fa8125c180dc40edfc162e124a6ebc7c/220x340q80/books76/750081/cover.jpg?1591280710
Криптография и взлом шифров на Python,На складе,Диалектика,3976,2187,45,Свейгарт Эл,https://img3.labirint.ru/rc/47874efdd4261806c7ef301e279e72f3/220x340q80/books75/749459/cover.jpg?1590071104
Программист-прагматик,На складе,Диалектика,5186,2852,45,"Томас Дэвид, Хант Эндрю",https://img3.labirint.ru/rc/3a6bbb52eca0d415fd98c1a9f1c52020/220x340q80/books75/749461/cover.jpg?1590071106
Учимся программировать с примерами на Python,На складе,Диалектика:            Head First,5186,2852,45,Фримен Эрик,https://img4.labirint.ru/rc/957ba1a72438205dd92d144cdca3668f/220x340q80/books75/749462/cover.jpg?1590067505
Параллельное программирование на C++ с помощью библиотеки TBB,На складе,ДМК-Пресс,4038,2221,45,Восс Майкл и др.,https://img3.labirint.ru/rc/bd9cce0312a02027890b5f87605973e2/220x340q80/books75/749471/cover.jpg?1591017959
Предметно-ориентированное проектирование в Enterprise Java,На складе,ДМК-Пресс,3499,1924,45,Наир Виджей,https://img4.labirint.ru/rc/bda9a1c9f2a9570362cdc51fc9c894e2/220x340q80/books75/749472/cover.jpg?1591017960
Генеративное глубокое обучение. Творческий потенциал нейронных сетей,На складе,Питер:            Бестселлеры O`Reilly,2917,2275,22,Фостер Дэвид,https://img4.labirint.ru/rc/81a145eba0dfbc045e2660d574164524/220x340q80/books75/749404/cover.jpg?1590330421
Анализ данных при помощи Microsoft Power BI и Power Pivot для Excel,На складе,ДМК-Пресс,2826,1554,45,"Феррари Альберто, Руссо Марко",https://img3.labirint.ru/rc/5d7c75b8e7f0a8a358684fd729920f26/220x340q80/books75/748723/cover.jpg?1589815575
Распределенные системы реального времени. Теория и практика,На складе,ДМК-Пресс,3230,1777,45,Эрджиес Кайхан,https://img4.labirint.ru/rc/48894c4634c5db22861c5b4d1ebd0fe4/220x340q80/books75/748724/cover.jpg?1589815576
Нативная разработка мобильных приложений. Перекрестный справочник для iOS и Android,Ограничено,ДМК-Пресс,2693,1481,45,"Льюис Шон, Данн Майк",https://img4.labirint.ru/rc/7dfbf45961667e3d863e707821a4f557/220x340q80/books75/748534/cover.jpg?1589189170
Паттерны объектно-ориентированного проектирования,На складе,Питер:            Библиотека программиста,1319,1029,22,Гамма Э. и др.,https://img4.labirint.ru/rc/4d0414e298171c054a4a0915f1fa5bcf/220x340q80/books75/748340/cover.jpg?1588847212
Применение пакета Matlab и Simulink для анализа электрических цепей. Том 1. Практикум,На складе,Солон-пресс:            Библиотека студента,1616,889,45,Фриск Валерий Владимирович и др.,https://img4.labirint.ru/rc/d8b9b98d5ef61638f9d5285c8753869c/220x340q80/books75/747818/cover.jpg?1588253123
Управление памятью в .NET для профессионалов,На складе,ДМК-Пресс,5518,3035,45,Кокоса Конрад,https://img4.labirint.ru/rc/dc9527d3aa3e8440744a427388e5f7f0/220x340q80/books75/746344/cover.jpg?1587378323
Исследование операций и методы оптимизации. Учебное пособие,На складе,Лань:            Учебники для вузов. Специальная литература,696,383,45,"Болотский Александр Владимирович, Кочеткова Ольга Анатольевна",https://img3.labirint.ru/rc/9fc9f141031757bf7463895c8e680c8d/220x340q80/books75/745455/cover.jpg?1586427990
Веб-компоненты в действии,На складе,ДМК-Пресс,2960,1628,45,Фаррелл Бен,https://img3.labirint.ru/rc/c0e237a07677ddfb9c941036c70f1abc/220x340q80/books75/744495/cover.jpg?1602509298
Машинное обучение на R: экспертные техники для прогностического анализа,На складе,Питер:            Библиотека программиста,3731,2910,22,Ланц Бретт,https://img4.labirint.ru/rc/fc740f8a1e7e0bea861dd5a296c984c0/220x340q80/books75/744666/cover.jpg?1585387566
Принципы разработки программных пакетов. Проектирование повторно используемых компонентов,На складе,ДМК-Пресс,2423,1333,45,Нобак Маттиас,https://img3.labirint.ru/rc/323772140d714cd014ddd270b0d445ed/220x340q80/books74/739707/cover.jpg?1582975574
Глубокое обучение. Погружение в мир нейронных сетей,На складе,Питер:            Библиотека программиста,1992,1554,22,Николенко С. и др.,https://img4.labirint.ru/rc/eb9331e8c22061575949c2989c428277/220x340q80/books63/622166/cover.jpg?1598959578
Разработка программных модулей программного обеспечения для компьютерных систем,Ограничено,Лань:            Учебники для вузов. Специальная литература,2733,1503,45,Белугина Светлана Викторовна,https://img3.labirint.ru/rc/c1e414957470eb1250ab31cf3b807707/220x340q80/books75/742187/cover.jpg?1663086322
